,date_time,entity,text,pred,prob
74,2020-04-29 00:00:00,Binance,"Binance’s DDoS attack troubles highlight possible pattern behind exchange-targetingBinance has been the target of a DDoS attack on its Chinese domains. The Chief Executive Officer [CEO] of Binance, Changpeng Zhao [CZ] confirmed the news ...",0,0.4658725704518148
75,2020-05-02 00:00:00,Binance,Binance Pooling up Mining Game Amid Centralization ConcernsDoes Binance's venture into mining threaten the integrity of blockchain systems? 9614 Total views. 100 ...,0,0.1006743022427711
76,2020-04-30 00:00:00,Binance,Binance Charity and Integro Foundation Commit to Donate ...Binance Charity and Integro Foundation Commit to Donate Over $1 Million to Coronavirus Relief Campaign: Crypto Against COVID. The funds will be used to ...,0,0.07161710786088027
77,2020-05-01 00:00:00,Binance,Brave Browser Brings Binance Integration to All Desktop UsersThe Binance widget was previously only available for the Brave Nightly and Beta versions. 7555 Total views. 122 ...,0,0.13031462195752627
78,2020-04-30 00:00:00,Binance,"Brave integrates Binance’s crypto widgetIt lets users handle their Binance affairs. More widgets are on the way, says Brave. The world's biggest cryptocurrency-friendly browser, Brave, today integrated a ...",0,0.11902289250463775
79,2020-05-10 00:00:00,Binance,"Traders Say Binance Cut Their Bitcoin Shorts: Here's Why It HappenedTraders claim that their Bitcoin shorts were unfairly cut on Binance Futures, but the process is called auto-deleveraging, and here is why it happens. 37445 Total ...",0,0.05429329853074431
80,2020-05-08 00:00:00,Binance,Binance Hires Former HSBC Banker and Fintech Veteran to Lead UK GrowthMajor cryptocurrency exchange Binance has hired banking and fintech veteran Teana Baker-Taylor to lead its expansion in the United Kingdom and European ...,0,0.10640298783610766
81,2020-05-07 00:00:00,Binance,"Binance Onboards Teana Baker-Taylor to Push European ExpansionShe is one of the most influential women in the tech world. Arnab Shome | Executive Moves (Executives) | Thursday, 07/05/2020 | 09:53 GMT+2. Binance. Photo: ...",0,0.09606738875567963
82,2020-05-12 00:00:00,Binance,"Binance acquires controlling stake in little-known Indonesian ...Binance has acquired a majority stake in little-known Indonesian crypto exchange Tokocrypto, The Block has learned; Tokocrypto is already backed by crypto ...",0,0.32249093634465414
83,2020-05-14 00:00:00,Binance,Binance Quashes Upbit Hackers' Attempt to Launder Stolen Funds - CoinDeskBinance has frozen funds linked to the $49 million breach of the Upbit crypto exchange after hackers tried to liquidate some of their ill-gotten gains. Most of the ...,0,0.5472549928089596
84,2020-05-13 00:00:00,Binance,Binance Freezes Funds Stolen From Upbit in Late 2019Binance froze ETH previously stolen from Upbit immediately after the suspicious transaction was reported. 4905 Total views. 88 Total shares. Listen to article.,0,0.5217503583159236
85,2020-05-19 00:00:00,Binance,CZ on Binance’s New Chinese Domain: ‘Let’s Focus on Tech First’Binance's new Chinese website gets an approval from the China's Ministry of Industry and Information Technology. 2062 Total views. 86 Total shares. Listen to ...,0,0.055456510448743966
86,2020-05-23 00:00:00,Binance,"Binance turns back on Steem rebels, backs Justin Sun's hard forkBinance announced that it will sync its network up to the controversial Steem hardfork 0.23. Steem's hardfork 0.23 targeted accounts that took part in the Hive ...",0,0.1590538655736354
87,2020-05-24 00:00:00,Binance,CZ Binance Commented On STEEM: Withdrawals Enabled...The conflict in STEEM community proceeds to the next level. Some users' wallets are wiped. CZ shares his view and Binance's stance ...,0,0.04191367515329868
88,2020-05-22 00:00:00,Binance,"Binance, Eosfinex Join EOSDT Stablecoin Governance Board - CoinDeskBinance is trying its hand at decentralized stablecoin governance. The exchange joined the distributed oversight team that approves contracts and code changes ...",0,0.060792728138995306
89,2020-05-22 00:00:00,Binance,Binance Plans to Create the World's Largest Blockchain Travel AgencyBinance acquired the Australian travel agency TravelbyBit for $2.5M back in October 2018. Binance CEO Changpeng Zhao said then cryptos are the most ...,0,0.12568455663627903
90,2020-05-27 00:00:00,Binance,Binance users protest outside its disputed Shanghai officeFive Binance users took to the exchange's Shanghai office—which it says doesn't exist—to complain about FTX tokens and other issues. Binance says the ...,0,0.2817401522847506
91,2020-06-06 00:00:00,Binance,Brave Comes Under Fire for Binance Affiliate Link AutofillBrave appears to have removed a controversial feature that was auto-filling the company's affiliate link when a user attempted to access Binance. 11087 Total ...,0,0.24083213165653863
92,2020-06-07 00:00:00,Binance,Brave web browser inserted affiliate code in Binance crypto linksThe incident that has been reported and ruffling some feathers involve links that users type to go to the Binance crypto exchange site of which Brave is an ...,0,0.30601526719988786
93,2020-06-05 00:00:00,Binance,BinanceBinance. Asia. JGX_4039 Consensus Singapore 2018 Changpeng Zhao CEO Binance Pete Rizzo Editor CoinDesk panel speaker.,0,0.1406633552718768
94,2020-06-17 00:00:00,Binance,"Binance Pool Is Now the Largest Bitcoin SV MinerAccording to crypto statistics and services platform Coin Dance, Binance Pool is the largest miner of Bitcoin Satoshi's Vision (BSV) blocks as of June 16. Binance ...",0,0.07923071203622878
95,2020-06-22 00:00:00,Binance,"Binance Enables SEPA and FPS with Clear Junction PartnershipAs a part of Binance's aggressive expansion into Europe, the crypto exchange has added direct fund transfers using SEPA for euro and Faster Payments for ...",0,0.10832198526904716
96,2020-06-29 00:00:00,Binance,"Coinbase, Binance, and Kraken Lead in Blockchain Merger ...Coinbase, Binance, and Kraken have the most active firms in acquisitions, boasting of at least 10 merger & acquisition transactions. Excluding the three ...",0,0.09695142307506949
97,2020-03-02 00:00:00,Bitbox,"LINE shutters BitBox, rolls out global crypto exchange... also announced that it had shut down BitBox, its Singapore-based crypto exchange. BITFRONT will be operated by LVC USA, a subsidiary of LVC Corporation ...",0,0.4086331200976073
98,2020-02-27 00:00:00,Bitbox,"BitBox USA Announces Executive Management Promotions ...BitBox USA's newly promoted executive management team -- (L to R) Fred Dirla (CEO), Michael Skurla (CTO) and Luke Dalske (COO). NASHVILLE, Tenn., Feb.",0,0.16024965849145478
99,2020-04-27 00:00:00,Bitbox,"bitbox micro Compact Eurorack Sampler ModuleTrigger samples using 8 pads on the 2” touch screen, 8 CV/Gate inputs or via MIDI controllers to access the powerful, multi-mode bitbox sample playback engine ...",0,0.28284064737118936
100,2020-06-11 00:00:00,Bitbox,"BitBox USA and EdgeMicro Partnership Optimizes Distributed ...Integrating the BitBox IoT Platform as the unified solution to monitor and manage distributed infrastructure, enables EdgeMicro's micro data centers' (MDCs) ...",0,0.09772287833530466
101,2020-06-24 00:00:00,Bitbox,BitBox USA and EdgeMicro Partner on Distributed Edgeglobal surge in internet connectivity needs during the ongoing COVID-19 Pandemic. Integrating the BitBox IoT Platform as the unified solution to monitor and ...,0,0.04930910083958575
102,2020-01-10 00:00:00,Bitfinex,"Bitfinex Market Manipulation Lawsuit Refiled in New York and Joined by Second CaseA class-action lawsuit against Bitfinex and Tether was refiled in New York on Jan. 8, just one day before a similar filing by another plaintiff. 5026 Total views.",0,0.2207098809417251
103,2020-01-10 00:00:00,Bitfinex,"Suit Alleging Tether and Bitfinex Manipulated Bitcoin Market Has Been Revised - CoinDesk10, 16:45 UTC): A previous version of this article contained incomplete information. A statement from Bitfinex general counsel Stuart Hoegner has also been added ...",0,0.1405229519193357
104,2020-01-11 00:00:00,Bitfinex,"Lawsuit against Bitcoin exchange Bitfinex and Tether refiled by second caseThe lawsuit against Tether and Bitfinex filed in November 2019 has been revised and filed in a new jurisdiction. A new plaintiff has been added, and the rights of ...",0,0.37059331713879373
105,2020-01-12 00:00:00,Bitfinex,"Bitfinex 'Copycat' Lawsuit Withdrawn and Then Refiled in New ...The company, whose close affiliations with both the Bitfinex crypto exchange and stablecoin Tether have continually raised suspicion, now faces at least three ...",0,0.31375506723966196
106,2020-01-17 00:00:00,Bitfinex,"Plaintiffs Move to Combine Their Market-Manipulation Lawsuits Against Bitfinex and Tether - CoinDeskPlaintiffs in three separate putative class action lawsuits against Bitfinex and Tether have moved to consolidate their cases, according to a Thursday court filing.",0,0.13984859458845814
107,2020-01-16 00:00:00,Bitfinex,"No, It Wasnâ€™t Craig Wright: Bitfinex Moves $1B in Bitcoin for 48 CentsA giant Bitcoin transaction between two unknown addresses was subsequently claimed by Bitfinex, which was reloading its hot wallet. 10553 Total views.",0,0.3191498883984887
108,2020-01-29 00:00:00,Bitfinex,"Bitfinex ordered to freeze crypto linked to ransomware attackA court in the U.K. ordered Bitfinex to seize the tokens following an extortion scam which saw the victim paying $950,000 in BTC through an insurance company.",0,0.36875254680219777
109,2020-02-12 00:00:00,Bitfinex,"South Korean Crypto Exchange APRObit Adopts Bitfinex Joint ...APRObit will be the first exchange in South Korea to adopt Bitfinex's joint order book system, which shares the market depth of Bitfinex's BTC, ETH, and USDT ...",0,0.07875416962788623
110,2020-02-28 00:00:00,Bitfinex,"Bitfinex, OKEx Suffer Fresh DDoS AttacksTwo major digital asset exchange – Bitfinex and OKEx – have experienced Distributed Denial-of-Service (DDoS) attacks recently. OKEx announced the attacks ...",1,0.6778743884331057
111,2020-02-28 00:00:00,Bitfinex,Major Crypto Exchanges Bitfinex and OKEx Hit by Service Denial Attacks - CoinDeskBitfinex Chief Technology Officer Paulo Ardoino told CoinDesk later that the “attacker tried to concurrently exploit several platform features to increase load in the ...,0,0.3863314516408094
112,2020-02-28 00:00:00,Bitfinex,"Bitfinex Makes Another $100M Loan Repayment to TetherBitfinex stated that the second repayment was also made entirely in fiat currency, which adds more backing to USDT tokens. Aziz Abdel-Qader | News ( ...",0,0.03278833161564569
113,2020-02-28 00:00:00,Bitfinex,"Crypto Tidbits: Bitcoin Plunges Under $9,000, Bitfinex and OKEx DDOS Attacks, Warren Buffett Bashes Cryptocurrency AgainCrypto Tidbits: Bitcoin Plunges Under $9,000, Bitfinex and OKEx DDOS Attacks, Warren Buffett Bashes Cryptocurrency Again. Nick Chong. by Nick Chong · 7 ...",0,0.2977769579784876
114,2020-03-02 00:00:00,Bitfinex,"Bitfinex Prepares to Go on Crypto Delisting SpreeBitfinex crypto exchange has announced it will start an immediate delisting spree this Wednesday, removing pairs with extremely low volumes.",0,0.30049575003448936
